sentiment,trades_count,avg_pnl,median_pnl,win_rate,avg_trade_size_usd
Fear,83237,49.212077443108235,0.0,0.4078714994533681,7182.011019498541
Greed,90295,53.88228122956974,0.0,0.4203112021706628,4574.424489617366
